	call_a	call_b	dist_score	intense_a	intense_b
78	20170823_VHMF001_01_27_59_284_0_00_141_cc	20170823_VHMM006_01_27_50_162_0_00_159_cc	0.3883241713047027	-31.716402298487626	-39.63735123680394
79	20170823_VHMF001_01_28_03_692_0_00_227_soc_*	20170823_VHMM006_01_27_54_569_0_00_250_soc	0.1149741038680076	-37.704293399068966	-32.80122765150587
80	20170823_VHMF001_01_28_03_692_0_00_227_soc_*	20170823_VHMM007_01_27_42_100_0_00_230_soc	0.0895546227693557	-37.704293399068966	-31.75811795254813
81	20170823_VHMF001_01_45_19_215_0_00_051_unk_*	20170823_VHMM007_01_44_55_839_0_00_042_sn_?	0.8326882719993591	-35.250107033133595	-43.60704164639543
82	20170823_VHMF001_01_50_51_713_0_00_109_cc	20170823_VHMM007_01_50_27_751_0_00_090_cc	0.224040001630783	-30.468502660424615	-34.242905604896876
83	20170823_VHMF001_01_55_32_217_0_00_075_cc	20170823_VHMM007_01_55_07_639_0_00_090_cc	0.3963462114334106	-30.199860032475563	-33.117871278050856
84	20170823_VHMF001_01_55_57_200_0_00_112_cc	20170823_VHMM007_01_55_32_577_0_00_088_cc	0.3641603887081146	-29.94799588136034	-31.859479619710882
85	20170823_VHMF001_01_58_29_504_0_00_110_cc	20170823_VHMM007_01_58_04_656_0_00_103_cc	0.4638734459877014	-34.61971642779648	-35.394192657633944
86	20170823_VHMM002_00_46_24_939_0_00_128_cc	20170823_VHMM007_00_46_21_715_0_00_115_cc	0.4432700574398041	-30.891680702152797	-34.76450814946978
87	20170823_VHMM002_00_47_03_454_0_00_098_cc	20170823_1_VLF206_00_40_01_147_0_00_109_cc	0.0520155094563961	-30.848839212476786	-35.35653509571129
88	20170823_VHMM002_00_48_24_600_0_00_103_cc	20170823_1_VLF206_00_41_22_167_0_00_115_cc	0.0680413171648979	-28.314201510966225	-38.87562006140448
89	20170823_VHMM002_00_49_00_369_0_00_034_sn	20170823_VHMM007_00_48_57_148_0_00_027_sn	0.1587604582309723	-35.753931158351506	-42.179398303394194
90	20170823_VHMM002_00_49_06_331_0_00_048_sn	20170823_VHMM007_00_49_03_154_0_00_038_sn	1.0001661777496338	-32.68806545723177	-33.52329346768889
91	20170823_VHMM002_00_49_09_050_0_00_037_sn	20170823_VHMM007_00_49_05_869_0_00_030_sn	0.1265737265348434	-32.5617483150386	-36.11631588211807
92	20170823_VHMM002_00_49_11_413_0_00_032_sn	20170823_VHMM007_00_49_08_227_0_00_032_sn	0.1259681582450866	-47.403267630050564	-32.47842794939194
93	20170823_VHMM002_00_49_11_887_0_00_038_sn	20170823_VHMM007_00_49_08_707_0_00_031_sn	0.333629697561264	-49.671662324998195	-33.99375019156566
94	20170823_VHMM002_00_49_25_195_0_00_024_sn	20170823_VHMM007_00_49_21_941_0_00_028_sn	1.1115798950195312	-39.97979565716427	-39.654681660674356
95	20170823_VHMM002_00_50_55_253_0_00_033_sn	20170823_1_VLF206_00_43_52_622_0_00_033_sn	0.6926694512367249	-33.15677240063147	-31.11819336831102
96	20170823_VHMM002_00_56_01_808_0_00_116_cc	20170823_VHMM007_00_55_58_720_0_00_120_cc	0.3507760167121887	-30.99314453134054	-36.28890959454367
97	20170823_VHMM002_00_56_06_865_0_00_115_cc	20170823_VHMM007_00_56_03_712_0_00_091_cc	0.5090136528015137	-33.843005348582906	-31.035689118391293
98	20170823_VHMM002_00_58_17_837_0_00_084_cc	20170823_VHMM007_00_58_14_742_0_00_075_cc	0.4316402375698089	-26.71709820041255	-39.81819639908567
99	20170823_VHMM002_01_00_08_657_0_00_169_cc	20170823_VHMM007_01_00_05_674_0_00_204_cc	0.3990401029586792	-25.951239188682983	-31.131929574532087
100	20170823_VHMM002_01_08_45_231_0_00_147_cc	20170823_VHMM006_01_08_54_129_0_00_146_cc	0.5931616425514221	-29.126749110294618	-28.68588476601015
101	20170823_VHMM002_01_09_08_832_0_00_046_sn	20170823_VHMM006_01_09_17_840_0_00_057_sn	0.2602139413356781	-49.159195210560526	-35.084334515591635
102	20170823_VHMM002_01_09_09_038_0_00_106_sn	20170823_VHMM006_01_09_18_033_0_00_115_sn_?	0.1708108186721801	-41.06212993178307	-35.88690193877417
103	20170823_VHMM002_01_09_10_326_0_00_070_sn	20170823_VHMM006_01_09_19_329_0_00_083_sn_?	0.3321191370487213	-40.770624512235905	-39.66928466565774
104	20170823_VHMM002_01_34_48_432_0_00_114_cc	20170823_VHMM007_01_34_45_177_0_00_105_cc	0.3461533486843109	-27.472753138117312	-37.45364262236688
105	20170823_VHMM002_01_41_19_329_0_00_102_sn_x	20170823_VHMM007_01_41_16_032_0_00_114_cc	0.6782519221305847	-27.72487071694886	-35.861712670495564
106	20170823_VHMM002_01_44_38_131_0_00_107_sn	20170823_VHMM007_01_44_34_633_0_00_118_hyb__[cc+soc]	0.8413853049278259	-43.71398533622431	-39.972637373971445
107	20170823_VHMM002_01_46_16_261_0_00_138_sn	20170823_VHMM007_01_46_12_775_0_00_127_cc	0.8412172198295593	-37.74711503132299	-43.69044968074277
108	20170823_VHMM002_01_46_28_446_0_00_050_sn	20170823_VHMM006_01_46_37_483_0_00_047_sn	1.069727063179016	-38.72711119311494	-34.75981529493234
109	20170823_VHMM002_01_49_00_257_0_00_170_cc	20170823_VHMM007_01_48_56_757_0_00_173_ld	0.5091160535812378	-29.56725487659972	-35.914292712765324
110	20170823_VHMM006_01_20_53_782_0_00_149_cc	20170823_VHMM007_01_20_41_475_0_00_133_cc	0.3896988332271576	-28.258833868868916	-35.458020406097404
111	20170823_VHMM006_01_27_54_569_0_00_250_soc	20170823_VHMM007_01_27_42_100_0_00_230_soc	0.1770448684692382	-32.80122765150587	-31.75811795254813
112	20170823_VHMM006_01_44_47_889_0_00_055_sn	20170823_VHMM007_01_44_35_438_0_00_045_sn	0.1756752580404281	-36.91836452215571	-49.49843928773669
113	20170823_VHMM006_01_45_25_206_0_00_053_sn	20170823_2_VLF206_00_44_56_073_0_00_056_sn	0.5374758839607239	-28.92921696579013	-38.48756159227355
114	20170823_VHMM006_01_45_44_793_0_00_037_sn	20170823_VHMM007_01_45_32_296_0_00_034_sn	0.1826974749565124	-30.54333062932489	-38.574299476478146
115	20170823_VHMM006_01_45_44_793_0_00_037_sn	20170823_VHMM007_01_45_32_428_0_00_036_sn	0.1731665581464767	-30.54333062932489	-36.11819944214764
116	20170823_VHMM006_01_46_38_235_0_00_034_sn	20170823_VHMM007_01_46_25_827_0_00_028_sn	0.2798895835876465	-37.51465932409184	-39.089577286952164
117	20170823_VHMM006_01_58_41_998_0_00_138_cc_x	20170823_VHMM007_01_58_29_650_0_00_108_cc	0.5783897638320923	-26.93862405367067	-33.48866642404617
118	20170823_VHMM007_01_12_17_583_0_00_029_sn	20170823_2_VLF206_00_12_04_516_0_00_036_sn_*	0.1589755415916443	-36.19133885198385	-44.411309617229485
119	20170823_VHMM007_01_12_17_950_0_00_029_sn	20170823_2_VLF206_00_12_04_887_0_00_035_sn_*	0.0417288243770599	-37.83464780618231	-46.96382413894934
120	20170823_VHMM007_01_12_18_388_0_00_039_sn	20170823_2_VLF206_00_12_05_319_0_00_043_sn_*	0.1526322662830352	-35.866313732319206	-50.81471379012547
121	20170823_VHMM007_01_12_19_430_0_00_031_sn	20170823_2_VLF206_00_12_06_372_0_00_028_sn_*	0.222095638513565	-35.10779729751172	-53.5730398940018
122	20170823_VHMM007_01_23_22_625_0_00_111_cc	20170823_2_VLF206_00_23_08_495_0_00_127_soc	0.5078103542327881	-31.419106262461657	-26.618487905149667
123	20170823_VHMM007_01_24_16_755_0_00_018_cc	20170823_2_VLF206_00_24_02_538_0_00_021_sn_*	0.1117292493581771	-33.012580324743155	-44.6500612596499
124	20170823_VHMM007_01_24_29_628_0_00_101_cc	20170823_2_VLF206_00_24_15_382_0_00_119_cc_*	0.117782674729824	-35.207861581696996	-47.1920060693583
125	20170824_VCVM001_01_04_13_909_0_00_134_al	20170824_VHMM006_00_56_33_118_0_00_113_cc	0.6656444668769836	-55.02801743517058	-27.065383292629157
126	20170824_VCVM001_01_07_36_027_0_00_161_al	20170824_2_VHMM003_00_53_11_051_0_00_161_cc	0.8086155652999878	-57.065422450636625	-20.99877204784081
127	20170824_VCVM001_01_07_36_957_0_00_161_al	20170824_VHMM002_01_00_47_079_0_00_147_cc_*	0.6003193259239197	-57.64411660536388	-34.145330906897925
128	20170824_VCVM001_01_07_44_283_0_00_114_al	20170824_VHMM007_01_00_50_595_0_00_123_cc	0.9891802668571472	-56.827429173472964	-41.23134081206457
129	20170824_VCVM001_01_08_02_749_0_00_165_al	20170824_VHMM002_01_01_15_608_0_00_135_cc	0.6342473030090332	-57.49872605641514	-32.72735608593087
130	20170824_VCVM001_01_08_18_062_0_00_097_al	20170824_VHMM007_01_01_27_897_0_00_075_sn	0.8075305819511414	-57.41045066637932	-47.798818923014885
131	20170824_VCVM001_01_08_32_763_0_00_135_al	20170824_1_VLF206_00_53_08_777_0_00_143_mov	0.8300316333770752	-55.73605399114448	-37.75644213189072
132	20170824_VCVM001_01_08_55_112_0_00_135_al	20170824_VHMM002_01_02_13_083_0_00_140_cc	0.7607333064079285	-54.295603061399895	-34.382658355424965
133	20170824_VCVM001_01_08_57_096_0_00_165_al	20170824_1_VLF206_00_53_35_611_0_00_147_mov_?	0.8384772539138794	-56.231749278145166	-30.174898770273664
134	20170824_VCVM001_01_09_13_246_0_00_180_al	20170824_VHMM002_01_02_33_065_0_00_198_hyb_[sn+mov]_!	0.7912349104881287	-54.58166496548104	-35.120946537025446
135	20170824_VCVM001_01_16_11_372_0_00_139_cc	20170824_VHMM002_01_10_11_532_0_00_115_cc	0.5994665026664734	-52.344672446404815	-26.638371181069807
136	20170824_VCVM001_01_58_11_526_0_00_087_cc	20170824_VHMM006_01_55_24_264_0_00_089_cc	0.7849746346473694	-47.97283478939328	-20.514613417703135
137	20170824_VHMF001_00_54_50_079_0_00_095_cc	20170824_VHMM006_00_54_00_994_0_00_105_cc	0.3854216039180755	-33.100318673587545	-29.0627726958897
138	20170824_VHMF001_01_01_01_046_0_00_117_cc	20170824_VHMM007_01_00_38_642_0_00_107_cc_*	0.4020633697509765	-34.479620996117305	-37.052972080886704
139	20170824_VHMF001_01_01_30_089_0_00_028_sn	20170824_VHMM007_01_01_07_589_0_00_035_sn_*	0.3450750112533569	-34.7808286540308	-52.59592110040237
140	20170824_VHMF001_01_01_30_363_0_00_051_cc_*	20170824_VHMM007_01_01_07_838_0_00_056_sn	1.1698365211486816	-39.564148310616915	-45.996870946959234
141	20170824_VHMF001_01_01_41_344_0_00_032_sn	20170824_VHMM007_01_01_18_876_0_00_032_sn_*	0.7058902978897095	-34.52021983945079	-48.49842491943701
142	20170824_VHMF001_01_01_42_457_0_00_142_soc_x	20170824_VHMM007_01_01_19_901_0_00_133_soc	0.4862493276596069	-36.39396047922759	-26.39474713649403
143	20170824_VHMF001_01_02_01_547_0_00_127_sn	20170824_VHMM007_01_01_38_907_0_00_154_soc_?_!	0.1689235270023346	-36.84353963710742	-37.297656507681054
144	20170824_VHMF001_01_02_24_617_0_00_025_sn	20170824_VHMM006_01_01_39_213_0_00_028_sn	0.3725428283214569	-36.44690126096722	-26.30913695331661
145	20170824_VHMF001_01_02_25_103_0_00_039_sn	20170824_VHMM006_01_01_39_771_0_00_039_sn	0.279161274433136	-29.708074284518236	-31.263257186173842
146	20170824_VHMF001_01_07_29_952_0_00_096_cc	20170824_VHMM006_01_06_46_740_0_00_124_cc	0.313762903213501	-30.638934938824743	-32.233384728704266
147	20170824_VHMF001_01_12_20_192_0_00_095_cc	20170824_VHMM007_01_11_56_266_0_00_081_cc	0.2961948215961456	-21.63000058143492	-40.08521044418017
148	20170824_VHMF001_01_14_38_763_0_00_092_cc	20170824_VHMM007_01_14_14_542_0_00_076_cc_*	0.3720729649066925	-24.333285345497437	-31.606246892911063
149	20170824_VHMF001_01_18_47_353_0_00_135_soc_*	20170824_VHMM007_01_18_22_651_0_00_143_soc	0.1721833944320678	-41.58342954957305	-38.9562341236291
150	20170824_VHMF001_01_22_21_174_0_00_090_cc	20170824_VHMM007_01_21_56_046_0_00_090_cc	0.3305721282958984	-31.165520120927933	-33.66168873932119
151	20170824_VHMF001_01_39_08_775_0_00_068_cc	20170824_VHMM007_01_38_41_607_0_00_085_cc	0.482177734375	-36.19965381636607	-37.80893061128506
152	20170824_VHMF001_01_40_08_204_0_00_077_cc	20170824_VHMM007_01_39_40_946_0_00_074_cc	0.6971158385276794	-27.10420321134815	-34.473012897368605
153	20170824_VHMF001_01_46_59_169_0_00_089_cc	20170824_VHMM006_01_46_30_246_0_00_077_cc	0.26361083984375	-32.315152195076315	-28.800451865258122
154	20170824_VHMF001_01_48_01_016_0_00_124_cc	20170824_2_VHMM003_01_39_59_078_0_00_159_cc	0.4030242562294006	-19.953741723528687	-17.165487948755544
155	20170824_VHMF001_01_49_22_012_0_00_034_sn	20170824_VHMM007_01_48_53_642_0_00_041_sn	0.1262242048978805	-38.96431123902923	-35.33720342932857
156	20170824_VHMF001_01_50_59_351_0_00_536_soc_*	20170824_VHMM007_01_50_30_930_0_00_545_soc_?_!	0.1919342130422592	-32.65030756177449	-32.32587302305178
157	20170824_VHMF001_01_51_39_207_0_00_150_cc	20170824_VHMM007_01_51_10_610_0_00_118_cc	0.473461240530014	-35.05588913595054	-34.10316615159593
158	20170824_VHMF001_01_51_50_110_0_00_137_cc	20170824_2_VLF206_00_05_48_438_0_00_109_cc	0.4299223124980926	-33.88774694510704	-64.66983012131513
159	20170824_VHMF001_01_52_01_158_0_00_028_sn	20170824_VHMM002_01_51_37_115_0_00_033_sn_*	1.133978009223938	-37.73007430224697	-41.16039705594504
160	20170824_VHMF001_01_52_17_500_0_00_095_cc	20170824_VHMM006_01_51_49_918_0_00_103_cc	0.3840676546096802	-30.39216280144089	-30.072835325135543
161	20170824_VHMF001_01_52_17_500_0_00_095_cc	20170824_VHMM007_01_51_48_901_0_00_120_cc	0.3061843812465668	-30.39216280144089	-39.65636463411574
162	20170824_VHMM002_01_01_47_889_0_00_078_mov_*_?	20170824_1_VLF206_00_53_08_236_0_00_071_sn	0.7704896330833435	-32.71604213352969	-33.40125246242504
163	20170824_VHMM002_01_02_46_959_0_00_040_sn	20170824_VHMM007_01_02_42_302_0_00_035_sn	0.4496713876724243	-37.35451986020185	-36.96948021455338
164	20170824_VHMM002_01_07_39_675_0_00_128_cc	20170824_2_VHMM003_01_00_04_035_0_00_164_cc	0.2514064610004425	-31.76607508275628	-24.263175154467124
